City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,vadso,70.0744,29.7487,-5.91,68,75,5.66,NO,1713749120
274,sambava,-14.2667,50.1667,24.59,92,51,2.7,MG,1713749177
275,montlucon,46.3333,2.6,0.39,94,18,1.35,FR,1713749507
276,tangalle,6.024,80.7911,27.09,86,100,2.58,LK,1713749120
277,tralee,52.2704,-9.7026,10.51,85,100,1.18,IE,1713749135
278,pitkyaranta,61.5734,31.4792,-1.38,93,100,6.8,RU,1713749507
279,barra de santo antonio,-9.4047,-35.5072,25.6,84,96,2.06,BR,1713749141
280,massenya,11.4039,16.1705,32.71,15,33,3.17,TD,1713749509
281,zemio,5.0314,25.1361,21.71,84,12,0.77,CF,1713749163
282,lakhtinskiy,59.9911,30.1597,3.8,92,100,2.24,RU,1713749510
283,tsiombe,-25.3,45.4833,17.94,92,0,0.73,MG,1713749320
284,hats'avan,39.4641,45.9705,8.0,61,2,0.66,AM,1713749511
285,beira,-19.8436,34.8389,20.05,88,0,1.03,MZ,1713749513
286,ihosy,-22.4,46.1167,19.3,88,92,1.91,MG,1713749513
287,huarmey,-10.0681,-78.1522,21.46,85,87,3.11,PE,1713749137
288,juneau,58.3019,-134.4197,13.0,35,100,4.12,US,1713749254
289,chui,-33.6971,-53.4616,19.21,92,100,3.85,UY,1713749514
290,molde,62.7375,7.1591,2.62,80,100,3.6,NO,1713749515
291,alghero,40.5589,8.3181,10.05,81,0,1.54,IT,1713749515
292,dudinka,69.4058,86.1778,-19.07,100,95,0.89,RU,1713749140
293,colonia,50.9333,6.95,3.87,81,0,1.54,DE,1713749085
294,san patricio,28.017,-97.5169,21.58,61,61,5.72,US,1713749181
295,n'zeto,-7.2312,12.8666,26.08,90,100,2.49,AO,1713749517
296,dwarka,22.2394,68.9678,26.58,67,0,5.0,IN,1713749517
297,xinyuan,37.3,99.0,3.3,34,100,1.94,CN,1713749519
298,villa gesell,-37.2639,-56.973,15.59,57,100,9.35,AR,1713749366
299,port macquarie,-31.4333,152.9167,22.16,58,80,3.82,AU,1713749253
300,altai,46.3722,96.2583,-3.86,25,0,1.14,MN,1713749321
301,souillac,-20.5167,57.5167,24.21,100,40,0.0,MU,1713749521
302,vorkuta,67.5,64.0,-17.77,98,100,4.11,RU,1713749197
303,plastun,44.7561,136.2939,6.56,67,100,2.59,RU,1713749521
304,key west,24.5557,-81.7826,27.0,75,75,2.57,US,1713749316
305,muroto-misakicho,33.2833,134.15,18.66,92,100,3.46,JP,1713749521
306,praia da vitoria,38.7333,-27.0667,17.14,77,75,1.38,PT,1713749324
307,forest,37.3638,-79.2897,8.05,84,0,0.0,US,1713749522
308,bamboo flat,11.7,92.7167,27.05,89,88,1.03,IN,1713749186
309,vershino-darasunskiy,52.35,115.5167,0.91,85,100,5.85,RU,1713749523
310,st. john's,47.5649,-52.7093,4.66,95,75,4.63,CA,1713748833
311,lone grove,34.1754,-97.2628,13.99,58,0,1.54,US,1713749524
312,port augusta,-32.5,137.7667,22.52,25,3,1.53,AU,1713749209
313,camana,-16.6228,-72.7111,21.2,88,88,2.1,PE,1713749195
314,paphos,34.7667,32.4167,13.88,72,12,2.57,CY,1713749416
315,hami,42.8,93.45,15.05,13,100,10.06,CN,1713749198
316,figuig (centre),32.1089,-1.2286,13.88,62,8,4.96,MA,1713749387
317,dinguiraye,11.3,-10.7167,26.26,66,100,3.57,GN,1713749527
318,masvingo,-20.0637,30.8277,14.3,65,0,1.56,ZW,1713749527
319,tongren,27.7172,109.1853,19.26,85,100,0.36,CN,1713749527
320,suva,-18.1416,178.4415,30.71,70,75,4.63,FJ,1713749357
321,raduzhnyy,62.0961,77.475,-8.41,91,84,5.09,RU,1713749527
322,kuala terengganu,5.3302,103.1408,29.97,84,20,1.54,MY,1713749527
323,korla,41.7597,86.1469,19.22,28,0,3.81,CN,1713749329
324,itoman,26.1247,127.6694,27.83,91,75,4.63,JP,1713749138
325,ugoofaaru,5.6667,73.0,29.76,75,91,4.67,MV,1713749532
326,san luis de la loma,17.2706,-100.8939,25.79,68,0,3.28,MX,1713749389
327,gargalianoi,37.0667,21.6333,14.64,69,100,0.93,GR,1713749532
328,trincomalee,8.5711,81.2335,27.99,83,59,2.47,LK,1713749532
329,ivrea,45.4672,7.8762,7.81,75,100,1.05,IT,1713749533
330,celestun,20.8667,-90.4,25.69,82,1,7.06,MX,1713749534
331,santa helena de goias,-17.8136,-50.5969,21.04,63,0,0.88,BR,1713749534
332,imbituba,-28.24,-48.6703,18.03,89,0,1.96,BR,1713749451
333,al bardiyah,31.7561,25.0865,19.0,41,100,5.35,LY,1713749535
334,kodiak,57.79,-152.4072,6.73,76,75,7.2,US,1713749136
335,tarko-sale,64.9225,77.785,-16.17,88,100,7.65,RU,1713749535
336,ad dilam,23.9915,47.1627,26.23,17,0,1.38,SA,1713749535
337,cankaya,39.9179,32.8627,11.07,73,0,0.51,TR,1713749535
338,tchintabaraden,15.8969,5.7985,31.97,26,40,4.65,NE,1713749138
339,itaituba,-4.2761,-55.9836,23.21,99,99,0.34,BR,1713749451
340,hovd,48.0056,91.6419,3.85,36,96,0.98,MN,1713749210
341,ladario,-19.0047,-57.6017,26.2,69,0,0.8,BR,1713749536
342,la passe,45.5549,-0.8967,6.13,86,2,5.93,FR,1713749106
343,labrador city,52.9463,-66.9114,-4.05,68,40,2.06,CA,1713749202
344,dachne,44.8833,34.9833,9.73,84,80,2.01,UA,1713749536
345,saint-francois,46.4154,3.9054,-0.18,94,0,3.6,FR,1713749536
346,floro,61.5996,5.0328,3.98,75,100,3.09,NO,1713749146
347,kasama,-10.2129,31.1808,15.85,98,13,1.66,ZM,1713749536
348,fortuna,40.5982,-124.1573,15.52,75,0,5.14,US,1713749137
349,cabedelo,-6.9811,-34.8339,26.37,86,97,3.53,BR,1713749537
350,kudahuvadhoo,2.6708,72.8944,29.43,75,99,4.14,MV,1713749537
351,taltal,-25.4,-70.4833,19.21,80,0,2.57,CL,1713749363
352,khorugh,37.4897,71.553,3.99,61,44,0.65,TJ,1713749537
353,almeirim,-1.5233,-52.5817,24.0,97,100,1.15,BR,1713749371
354,fort abbas,29.1925,72.8536,27.42,26,47,1.39,PK,1713749537
355,thunder bay,48.4001,-89.3168,7.99,29,75,2.57,CA,1713749437
356,as suwayq,23.8494,57.4386,26.36,61,0,1.5,OM,1713749537
357,stornoway,58.2093,-6.3865,9.1,96,100,1.03,GB,1713749537
358,uttar char fasson,22.2332,90.7132,29.77,79,100,4.7,BD,1713749538
359,tirano,46.2154,10.1679,5.23,92,100,1.79,IT,1713749539
360,cam ranh,11.9214,109.1591,30.98,66,20,4.63,VN,1713749385
361,kingscliff,-28.2667,153.5667,25.96,73,75,7.72,AU,1713749539
362,broome,42.2506,-75.833,5.38,57,100,4.63,US,1713749394
363,chernyshevskiy,63.0128,112.4714,0.55,100,100,0.43,RU,1713749539
364,mahanoro,-19.9,48.8,23.07,91,1,1.63,MG,1713749541
365,uusikaupunki,60.8004,21.4084,-3.9,81,19,4.96,FI,1713749349
366,zharkent,44.1628,80.0,19.37,34,0,1.47,KZ,1713749542
367,doctor juan leon mallorquin,-25.4,-55.2667,22.85,76,0,1.87,PY,1713749542
368,dawson creek,55.7666,-120.2362,12.8,30,0,10.8,CA,1713749542
369,anderson,34.5334,-82.6499,13.3,93,15,0.45,US,1713749367
370,alofi,-19.0595,-169.9187,28.94,65,75,5.14,NU,1713749086
371,severo-yeniseyskiy,60.3725,93.0408,-5.79,97,100,1.34,RU,1713749132
372,nicoya,10.1483,-85.452,27.35,73,75,0.98,CR,1713749542
373,federacion,-31.0062,-57.8996,23.1,85,100,3.08,AR,1713749391
374,turpan,42.9333,89.1667,23.93,20,0,6.44,CN,1713749322
375,norwalk,33.9022,-118.0817,25.63,73,0,4.63,US,1713749543
376,yatou,37.15,122.3833,18.1,72,21,3.34,CN,1713749543
377,butajira,8.1167,38.3667,15.49,87,100,0.72,ET,1713749543
378,manokwari,-0.8667,134.0833,28.9,77,55,2.78,ID,1713749543
379,calama,-22.4667,-68.9333,15.27,36,0,1.54,CL,1713749047
380,bakchar,57.0186,82.0711,2.01,94,100,4.7,RU,1713749543
381,inyati,-19.6756,28.8469,13.33,57,0,2.79,ZW,1713749544
382,ifon,6.9241,5.776,24.78,96,100,1.23,NG,1713749544
383,zwedru,6.0667,-8.1281,23.96,97,99,1.1,LR,1713749544
384,coquimbo,-29.9533,-71.3436,17.85,77,75,1.03,CL,1713748956
385,linxia chengguanzhen,35.6003,103.2064,12.95,35,80,0.76,CN,1713749545
386,el calafate,-50.3408,-72.2768,3.5,77,9,2.76,AR,1713748984
387,bissau,11.8636,-15.5977,23.06,83,93,2.06,GW,1713749545
388,nili,33.7218,66.1302,7.83,58,65,2.12,AF,1713749545
389,merizo village,13.2658,144.6691,31.66,77,4,7.19,GU,1713749546
390,loikaw,19.6742,97.2094,31.65,36,13,0.82,MM,1713749546
391,jutai,-5.1833,-68.9,23.42,99,100,1.09,BR,1713749546
392,tshabong,-26.05,22.45,21.93,32,0,5.18,BW,1713749206
393,ormara,25.2088,64.6357,25.69,82,0,7.74,PK,1713749547
394,bandarbeyla,9.4942,50.8122,27.69,74,99,0.66,SO,1713749274
395,marshalltown,42.0494,-92.908,13.13,34,0,3.09,US,1713749438
396,tomatlan,19.9333,-105.25,25.82,52,0,2.45,MX,1713749138
397,kismayo,-0.3582,42.5454,25.57,90,100,1.94,SO,1713749547
398,kulhudhuffushi,6.6221,73.07,29.65,76,60,4.48,MV,1713749119
399,roswell,34.0232,-84.3616,11.61,79,0,2.57,US,1713749362
400,tamanrasset,22.785,5.5228,22.95,9,40,2.57,DZ,1713749187
401,zhouzhuang,31.1161,120.8451,16.97,97,100,2.05,CN,1713749549
402,richards bay,-28.783,32.0377,20.8,94,54,2.67,ZA,1713749235
403,yigo village,13.5361,144.8886,30.97,66,75,9.26,GU,1713749549
404,luderitz,-26.6481,15.1594,17.68,67,8,3.05,NA,1713749104
405,saguenay,48.4168,-71.0657,0.05,75,100,11.83,CA,1713749282
406,aripuana,-9.1667,-60.6333,23.69,99,100,1.41,BR,1713749207
407,cole harbour,44.6724,-63.4751,5.1,91,100,0.45,CA,1713749418
408,at taj,24.2049,23.2857,24.08,17,9,4.24,LY,1713749317
409,enriquillo,17.9,-71.2333,24.11,77,5,3.67,DO,1713749138
410,kamyzyak,46.11,48.0736,14.99,72,0,2.0,RU,1713749550
411,nova sintra,14.8667,-24.7167,22.89,71,100,7.1,CV,1713749134
412,tual,-5.6667,132.75,29.28,70,93,2.34,ID,1713749377
413,kuqa,41.7278,82.9364,20.6,25,26,4.25,CN,1713749550
414,adoni,15.6333,77.2833,30.61,37,3,2.71,IN,1713749550
415,ta`u,-14.2336,-169.5144,28.98,76,100,6.07,AS,1713749343
416,bhanpura,24.513,75.7469,27.97,31,0,5.66,IN,1713749550
417,bobbili,18.5667,83.3667,30.82,47,96,1.26,IN,1713749551
418,saint-pierre-du-mont,43.8845,-0.5219,6.73,75,0,0.51,FR,1713749551
419,novyy rogachik,48.6768,44.0608,12.5,71,20,5.38,RU,1713749551
420,iwon-up,40.3231,128.6553,14.43,57,62,2.35,KP,1713749551
421,koungou,-12.7336,45.2042,28.84,79,100,3.6,YT,1713749551
422,lerma,42.0261,-3.7598,3.31,81,10,7.37,ES,1713749551
423,riberalta,-10.9833,-66.1,25.37,88,100,1.53,BO,1713749551
424,tabou,4.423,-7.3528,26.83,88,93,3.26,CI,1713749551
425,aykhal,66.0,111.5,0.5,100,100,2.09,RU,1713749334
426,toliara,-23.35,43.6667,20.03,84,0,3.94,MG,1713749552
427,misratah,32.3754,15.0925,17.54,80,54,6.09,LY,1713749552
428,yerofey pavlovich,53.9667,121.9667,1.58,97,100,3.9,RU,1713749552
429,sitka,57.0531,-135.33,9.94,71,100,5.14,US,1713749186
430,mahina,-17.5065,-149.489,26.87,78,75,1.54,PF,1713749220
431,mramani,-12.3464,44.5286,27.14,80,100,3.36,KM,1713749552
432,ceelbuur,4.685,46.6176,27.32,70,100,1.89,SO,1713749552
433,ochobo,7.183,7.9769,25.59,87,93,1.62,NG,1713749552
434,rouyn-noranda,48.2398,-79.0288,-3.95,39,20,3.09,CA,1713749438
435,verkhneural'sk,53.8769,59.2106,13.38,89,100,3.44,RU,1713749553
436,male,4.1748,73.5089,28.97,89,75,11.83,MV,1713749079
437,bafra,41.5678,35.9069,10.45,88,0,3.59,TR,1713749553
438,vila velha,-20.3297,-40.2925,20.97,94,0,1.54,BR,1713748912
439,charters towers,-20.1,146.2667,25.54,38,0,5.7,AU,1713749553
440,griffith,41.5284,-87.4237,12.25,46,0,1.54,US,1713749353
441,kolpashevo,58.3131,82.9089,0.62,70,100,3.58,RU,1713749553
442,mahibadhoo,3.7833,72.9667,29.93,76,100,5.84,MV,1713749553
443,gevas,38.2968,43.1083,4.78,68,7,1.19,TR,1713749553
444,kiunga,-6.1219,141.2906,33.36,57,63,0.48,PG,1713749554
445,sao felix do xingu,-6.6447,-51.995,23.46,98,100,0.28,BR,1713749330
446,kawalu,-7.3817,108.2082,27.68,77,86,1.38,ID,1713749554
447,oriximina,-1.7656,-55.8661,23.68,93,100,0.87,BR,1713749554
448,kyadabek,40.5656,45.8161,9.02,62,2,3.9,AZ,1713749554
449,manadhoo,5.7667,73.3833,29.64,75,78,4.84,MV,1713749554
450,puerto colombia,10.9878,-74.9547,28.05,84,96,7.67,CO,1713749554
451,rakops,-21.0167,24.3333,20.93,37,0,2.3,BW,1713749554
452,puerto baquerizo moreno,-0.9,-89.6,24.91,88,24,3.35,EC,1713749196
453,belyy yar,53.6039,91.3903,4.94,93,40,4.0,RU,1713749555
454,keetmanshoop,-26.5833,18.1333,22.51,30,61,0.0,NA,1713749381
455,campina grande do sul,-25.3056,-49.0553,18.27,82,0,0.85,BR,1713749527
456,tateyama,34.9833,139.8667,16.72,92,100,6.89,JP,1713749555
457,shanghai,31.2222,121.4581,16.92,82,75,3.0,CN,1713749266
458,la ronge,55.1001,-105.2842,12.14,22,40,2.06,CA,1713749199
459,akim swedru,5.8938,-1.0164,25.42,96,100,1.42,GH,1713749557
460,pudasjarvi,65.3833,26.9167,-12.42,96,31,2.72,FI,1713749380
461,kota kinabalu,5.9749,116.0724,30.99,79,20,1.54,MY,1713749429
462,burkburnett,34.0979,-98.5706,16.38,50,0,2.06,US,1713748788
463,taoudenni,22.6783,-3.9836,27.33,11,0,4.63,ML,1713748885
464,arawa,-6.2132,155.5367,31.58,62,100,2.12,PG,1713749558
465,olyokminsk,60.3736,120.4264,2.03,94,100,0.91,RU,1713749136
466,linhares,-19.3911,-40.0722,21.26,81,65,1.87,BR,1713749019
467,nemuro,43.3236,145.575,2.7,92,100,3.87,JP,1713749137
468,nzega,-2.479,29.5564,13.38,96,89,1.29,RW,1713749558
469,meadow lake,34.8014,-106.5436,22.23,28,0,4.01,US,1713749383
470,kapuskasing,49.4169,-82.4331,-3.95,46,20,3.09,CA,1713749041
471,tvoroyri,61.5556,-6.8111,7.03,84,20,7.5,FO,1713749143
472,ripon,54.1352,-1.5212,6.71,90,100,3.09,GB,1713749560
473,kristiansund,63.1115,7.732,3.36,65,71,1.54,NO,1713749136
474,camacupa,-12.0167,17.4833,18.02,67,70,1.71,AO,1713749560
475,kuta,-8.7233,115.1723,26.97,100,75,3.13,ID,1713749103
476,yambio,4.5721,28.3955,20.24,82,68,1.91,SS,1713749560
477,nova vicosa,-17.8919,-39.3719,24.24,90,18,4.02,BR,1713749366
478,gaspe,48.8334,-64.4819,3.12,75,100,1.54,CA,1713749410
479,macherla,16.4833,79.4333,27.55,71,4,2.34,IN,1713749358
480,luena,-11.7833,19.9167,19.57,66,94,1.19,AO,1713749562
481,areia branca,-4.9561,-37.1369,26.56,85,100,5.9,BR,1713749475
482,kitui,-1.367,38.0106,17.96,96,100,0.81,KE,1713749562
483,maceio,-9.6658,-35.7353,25.69,94,20,2.06,BR,1713749089
484,ocean shores,46.9737,-124.1563,12.38,70,0,7.2,US,1713749476
485,newnham,-41.3833,147.1333,16.53,63,100,6.69,AU,1713749112
486,rensselaer,42.7168,-73.4829,4.43,64,3,3.32,US,1713749562
487,charlottetown,46.2352,-63.1267,8.29,70,75,4.12,CA,1713749563
488,hamilton,39.1834,-84.5333,8.76,61,0,2.06,US,1713748983
489,macau,22.2006,113.5461,25.89,94,40,3.09,MO,1713749114
490,savelugu,9.6244,-0.8253,28.1,66,100,3.44,GH,1713749563
491,bardai,11.65,7.2333,26.06,56,57,5.87,NG,1713749329
492,belmonte,-15.8631,-38.8828,24.45,90,26,2.73,BR,1713749224
493,lons-le-saunier,46.75,5.75,1.8,98,31,1.82,FR,1713749563
494,cangzhou,38.3167,116.8667,24.89,27,1,4.07,CN,1713749563
495,rosarito,32.3333,-117.0333,19.18,78,50,2.11,MX,1713749323
496,olinda,-8.0089,-34.8553,26.85,94,40,2.06,BR,1713749156
497,slatyne,50.2242,36.1608,6.64,83,100,8.28,UA,1713749564
498,lompoc,34.6391,-120.4579,21.68,78,0,6.17,US,1713749196
499,primorskiy,43.0983,131.5875,3.02,92,100,2.97,RU,1713749564
500,ain sukhna,29.6002,32.3167,19.23,53,0,1.36,EG,1713749564
501,rongelap,11.1635,166.8941,27.49,78,80,7.68,MH,1713749201
502,nuuk,64.1835,-51.7216,2.34,87,100,11.83,GL,1713749068
503,arraial do cabo,-22.9661,-42.0278,23.89,72,0,6.4,BR,1713749131
504,playa del ingles,27.7567,-15.5787,19.86,75,100,2.74,ES,1713749289
505,antsiranana,-12.2787,49.2917,25.76,85,100,4.58,MG,1713749565
506,parral,26.9333,-105.6667,19.22,48,1,4.87,MX,1713749417
507,karratha,-20.7377,116.8463,26.72,32,1,6.22,AU,1713749223
508,codrington,-38.2667,141.9667,17.36,44,0,3.74,AU,1713749134
509,la tuque,47.4334,-72.7824,1.14,86,100,4.12,CA,1713749565
510,paracatu,-17.2222,-46.8747,22.31,60,66,0.99,BR,1713749565
511,inderbor,48.55,51.7833,18.93,41,100,5.09,KZ,1713749565
512,sabang,5.8933,95.3214,29.07,76,100,2.5,ID,1713749566
513,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.51,GF,1713749165
514,cadale,2.7603,46.3222,27.14,69,100,1.22,SO,1713749566
515,cannonvale,-20.2833,148.7,23.66,76,67,8.6,AU,1713749566
516,mount pleasant,32.7941,-79.8626,13.89,96,100,3.6,US,1713749534
517,belle fourche,44.6714,-103.8522,18.73,39,99,2.86,US,1713749566
518,saynshand,44.8824,110.1163,6.47,35,10,6.55,MN,1713749566
519,urangan,-25.3,152.9,24.55,72,95,4.02,AU,1713749349
520,baruun-urt,46.6806,113.2792,5.81,42,88,6.51,MN,1713749567
521,dul'durga,50.6761,113.5931,3.66,91,100,3.83,RU,1713749567
522,saudarkrokur,65.7461,-19.6394,2.16,78,24,7.11,IS,1713749567
523,alenquer,-1.9417,-54.7383,23.8,97,100,1.17,BR,1713749567
524,rambervillers,48.3424,6.6358,1.53,99,93,3.3,FR,1713749567
525,pasil,17.3833,121.1333,27.27,29,20,1.45,PH,1713749567
526,nsanje,-16.92,35.262,18.08,95,0,0.95,MW,1713749567
527,gizo,-8.103,156.8419,29.31,73,91,0.32,SB,1713749391
528,margate,51.3813,1.3862,7.61,66,8,2.24,GB,1713749150
529,ulladulla,-35.35,150.4667,19.54,55,0,3.37,AU,1713749393
530,kawambwa,-9.7915,29.0791,17.25,92,58,2.32,ZM,1713749568
531,puerto san jose,13.9256,-90.8244,29.38,70,43,2.72,GT,1713749568
532,geraldton,-28.7667,114.6,21.23,73,0,6.69,AU,1713749135
533,whakatane,-37.9585,176.9854,21.6,52,3,1.99,NZ,1713749568
534,tazacorte,28.629,-17.9293,19.54,78,75,4.63,ES,1713749170
535,madingou,-4.1536,13.55,23.55,92,100,0.69,CG,1713749568
536,coronel oviedo,-25.4167,-56.45,24.99,63,55,2.52,PY,1713749568
537,calingasta,-31.3308,-69.4078,19.33,16,100,2.63,AR,1713749568
538,revda,56.801,59.9303,7.49,74,95,2.26,RU,1713749323
539,koubia,11.5833,-11.9,24.35,49,81,2.0,GN,1713749569
540,zhangatas,43.5667,69.75,14.16,44,6,2.31,KZ,1713749569
541,egilsstadir,65.2653,-14.3948,3.95,56,0,2.06,IS,1713749014
542,de pere,44.4489,-88.0604,11.12,47,0,1.54,US,1713749296
543,ar rahad,12.7167,30.65,27.19,14,36,1.02,SD,1713749569
544,shimoda,34.6667,138.95,15.2,93,100,8.51,JP,1713749569
545,valdivia,-39.8142,-73.2459,9.05,82,100,0.97,CL,1713749379
546,yeniseysk,58.4497,92.1703,-2.25,92,100,1.34,RU,1713749569
547,phan thiet,10.9333,108.1,30.82,58,14,2.93,VN,1713749570
